-179.522 1.6423 0.858436 -12.5897 2.21731 -1.54948 4.24471 -1.51181 0.287705 -1.62809 2.33576 -0.871158 0.639395 -1.51267 0.171231 -0.980546 1.51081 -0.128252 1.08325 -0.757865 0.332712 -2.26014 0.684158 -0.528725 0.487548 -0.994933 2.29864 -0.760193 0.541491 -1.64018 0.16555 -0.251814 0 0
-179.54 1.69322 0.66433 -12.9029 1.55131 -1.40657 4.35498 -1.18212 0.708903 -0.797694 1.28684 -1.09214 1.00824 -2.89866 0.937942 -2.15441 3.39286 -0.140147 0.500766 -2.70825 0.902273 -1.17201 1.57256 -0.796403 -0.347883 -0.364272 3.4923 -1.46156 -0.480377 -1.3605 1.53746 0.852909 0 0
-179.985 1.66166 1.07932 -12.5459 1.75949 -1.8683 4.15373 -1.72012 0.367501 -0.29506 1.6645 -0.783435 0.768352 -1.46386 0.502466 -0.199766 1.36168 -1.10558 0.389577 -1.22089 1.00823 -0.750325 0.821083 -0.905126 -0.940755 -2.99877 0.924489 -1.30914 -0.593942 -1.07842 2.23778 0.695487 0 0
-180.08 1.59679 2.04017 -11.7965 1.65749 -2.12697 5.23642 -2.10953 1.29365 -1.3693 1.80992 0.282116 0.724253 -1.67541 -0.795172 -0.952959 -0.213524 1.3221 0.358896 -0.285281 -0.413132 -1.56447 0.559947 0.273677 1.0599 -1.32904 1.80315 -0.62352 -2.28765 0.0813153 0.782222 0.0532688 0 0
-179.65 2.06704 1.17363 -12.1661 1.79351 -1.52948 4.17025 -1.80173 0.849451 -1.87043 1.26813 -0.872809 1.04284 -0.567114 -0.674555 -0.770692 1.33039 -2.76086 0.465019 -1.37424 -0.872739 -1.4207 1.14562 -1.54943 0.193218 -3.66505 2.06138 -0.979477 -0.501348 -1.13214 1.35113 0.398925 0 0
-179.776 2.08982 0.630149 -12.3686 2.01518 -1.5024 4.41867 -1.51477 -0.372824 -0.32923 2.23948 -1.08161 0.669503 -1.5334 0.0962416 -1.0628 3.07865 -1.09882 0.377076 -2.13213 0.335658 -2.42568 0.170471 -0.143364 1.20892 -3.05029 2.14036 0.636729 0.257156 -0.133338 0.508833 1.94186 0 0
-179.565 1.2943 1.2463 -12.1903 1.29712 -1.64401 4.59685 -1.96786 0.667818 -1.92097 2.30086 -0.780101 0.810772 -1.53897 -0.379028 -2.07408 2.24283 2.0932 0.458752 -2.27502 0.326198 -0.946192 0.901649 -0.212453 -0.382267 -0.478567 1.34697 -1.40044 -0.104658 -0.152129 0.973884 0.0517273 0 0
-180.211 1.87945 1.00163 -12.1441 2.16049 -1.54574 4.4073 -0.371434 0.618543 -0.842701 1.17104 -1.34523 1.35252 -2.39675 0.18801 -3.0763 1.30178 1.36935 1.04751 -1.86805 0.903016 -2.45158 0.663766 0.645163 0.994583 -2.09382 1.00572 -0.896705 -1.16017 0.0217347 1.01293 -0.822082 0 0
-179.428 1.56842 1.3615 -12.9534 0.89179 -1.85871 4.25492 -1.88917 0.224597 -0.833304 2.48623 -0.4923 0.887342 -1.79651 0.139581 -1.21636 2.2176 -0.280942 -0.0322358 -2.35326 -0.0133035 -0.471475 0.117578 -0.243259 -0.214002 -0.580569 1.22992 -1.23374 -1.76672 0.0340926 0.998851 1.98705 0 0
-180.255 1.92387 2.06516 -12.6729 1.6826 -1.78412 3.95304 -0.0859115 0.885066 -0.894107 1.08455 -0.5423 0.972887 -0.463559 0.0799346 -2.20512 -0.730946 0.0165996 1.43951 -1.01858 0.549359 -2.81701 1.63544 -0.234933 0.60898 0.52772 1.07499 -1.6073 -0.872916 0.0287792 0.882316 -0.442512 0 0
